,ID,abstract,Title,Journal,Publication_date,first,last
8,25136109,"Clinical and research efforts have focused on promoting functional recovery after stroke. Brain stimulation strategies are particularly promising because they allow direct manipulation of the target area's excitability. However, elucidating the cell type and mechanisms mediating recovery has been difficult because existing stimulation techniques nonspecifically target all cell types near the stimulated site. To circumvent these barriers, we used optogenetics to selectively activate neurons that express channelrhodopsin 2 and demonstrated that selective neuronal stimulations in the ipsilesional primary motor cortex (iM1) can promote functional recovery. Stroke mice that received repeated neuronal stimulations exhibited significant improvement in cerebral blood flow and the neurovascular coupling response, as well as increased expression of activity-dependent neurotrophins in the contralesional cortex, including brain-derived neurotrophic factor, nerve growth factor, and neurotrophin 3. Western analysis also indicated that stimulated mice exhibited a significant increase in the expression of a plasticity marker growth-associated protein 43. Moreover, iM1 neuronal stimulations promoted functional recovery, as stimulated stroke mice showed faster weight gain and performed significantly better in sensory-motor behavior tests. Interestingly, stimulations in normal nonstroke mice did not alter motor behavior or neurotrophin expression, suggesting that the prorecovery effect of selective neuronal stimulations is dependent on the poststroke environment. These results demonstrate that stimulation of neurons in the stroke hemisphere is sufficient to promote recovery.",Optogenetic neuronal stimulation promotes functional recovery after stroke.,Proceedings of the National Academy of Sciences of the United States of America,2014 Sep 2,"Cheng, Michelle Y","Steinberg, Gary K"
9,25107853,"The first three generations of neuroanatomical tract-tracing methods include, respectively, techniques exploiting degeneration, retrograde cellular transport and anterograde cellular transport. This paper reviews the most recent development in third-generation tracing, i.e., neurochemical fingerprinting based on BDA tracing, and continues with an emerging tracing technique called here 'selective fluorescent protein expression' that in our view belongs to an entirely new 'fourth-generation' class. Tracing techniques in this class lean on gene expression technology designed to 'label' projections exclusively originating from neurons expressing a very specific molecular phenotype. Genetically engineered mice that express cre-recombinase in a neurochemically specific neuronal population receive into a brain locus of interest an injection of an adeno-associated virus (AAV) carrying a double-floxed promoter-eYFP DNA sequence. After transfection this sequence is expressed only in neurons metabolizing recombinase protein. These particular neurons promptly start manufacturing the fluorescent protein which then accumulates and labels to full detail all the neuronal processes, including fibers and terminal arborizations. All other neurons remain optically 'dark'. The AAV is not replicated by the neurons, prohibiting intracerebral spread of 'infection'. The essence is that the fiber projections of discrete subpopulations of neurochemically specific neurons can be traced in full detail. One condition is that the transgenic mouse strain is recombinase-perfect. We illustrate selective fluorescent protein expression in parvalbumin-cre (PV-cre) mice and choline acetyltransferase-cre (ChAT-cre) mice. In addition we compare this novel tracing technique with observations in brains of native PV mice and ChAT-GFP mice. We include a note on tracing techniques using viruses.",A fourth generation of neuroanatomical tracing techniques: exploiting the offspring of genetic engineering.,Journal of neuroscience methods,2014 Sep 30,"Wouterlood, Floris G","Deisseroth, Karl"
10,25086025,"Optogenetics is defined as the integration of optics and genetics to control well-defined events within specified cells of living tissue. In this introduction, we focus on the basic techniques necessary for employing microbial opsins as optogenetic tools in mammalian brains. We provide a guide for the fundamentals of optogenetic application-selecting an opsin, implementing expression of opsins based on the neuroscientific experimental requirements, and adapting the corresponding optical hardware for delivery of light into mammalian brains.",Optogenetics: opsins and optical interfaces in neuroscience.,Cold Spring Harbor protocols,2014 Aug 1,"Adamantidis, Antoine R","Deisseroth, Karl"
11,25086020,"Selective expression of opsins in genetically defined neurons makes it possible to control a subset of neurons without affecting nearby cells and processes in the intact brain, but light must still be delivered to the target brain structure. Light scattering limits the delivery of light from the surface of the brain. For this reason, we have developed a fiber-optic-based optical neural interface (ONI), which allows optical access to any brain structure in freely moving mammals. The ONI system is constructed by modifying the small animal cannula system from PlasticsOne. The system for bilateral stimulation consists of a bilateral cannula guide that has been stereotactically implanted over the target brain region, a screw cap for securing the optical fiber to the animal's head, a fiber guard modified from the internal cannula adapter, and a bare fiber whose length is customized based on the depth of the target region. For unilateral stimulation, a single-fiber system can be constructed using unilateral cannula parts from PlasticsOne. We describe here the preparation of the bilateral ONI system and its use in optical stimulation of the mouse or rat brain. Delivery of opsin-expressing virus and implantation of the ONI may be conducted in the same surgical session; alternatively, with a transgenic animal no opsin virus is delivered during the surgery. Similar procedures are useful for deep or superficial injections (even for neocortical targets, although in some cases surface light-emitting diodes or cortex-apposed fibers can be used for the most superficial cortical targets).",Establishing a fiber-optic-based optical neural interface.,Cold Spring Harbor protocols,2014 Aug 1,"Adamantidis, Antoine R","Deisseroth, Karl"
12,25014785,"Genetically encoded optical actuators and indicators have changed the landscape of neuroscience, enabling targetable control and readout of specific components of intact neural circuits in behaving animals. Here, we review the development of optical neural interfaces, focusing on hardware designed for optical control of neural activity, integrated optical control and electrical readout, and optical readout of population and single-cell neural activity in freely moving mammals.",Optical neural interfaces.,Annual review of biomedical engineering,2014 Jul 11,"Warden, Melissa R","Deisseroth, Karl"
13,24949967,"Social interaction is a complex behavior essential for many species and is impaired in major neuropsychiatric disorders. Pharmacological studies have implicated certain neurotransmitter systems in social behavior, but circuit-level understanding of endogenous neural activity during social interaction is lacking. We therefore developed and applied a new methodology, termed fiber photometry, to optically record natural neural activity in genetically and connectivity-defined projections to elucidate the real-time role of specified pathways in mammalian behavior. Fiber photometry revealed that activity dynamics of a ventral tegmental area (VTA)-to-nucleus accumbens (NAc) projection could encode and predict key features of social, but not novel object, interaction. Consistent with this observation, optogenetic control of cells specifically contributing to this projection was sufficient to modulate social behavior, which was mediated by type 1 dopamine receptor signaling downstream in the NAc. Direct observation of deep projection-specific activity in this way captures a fundamental and previously inaccessible dimension of mammalian circuit dynamics.",Natural neural projection dynamics underlying social behavior.,Cell,2014 Jun 19,"Gunaydin, Lisa A","Deisseroth, Karl"
14,24945384,"CLARITY is a method for chemical transformation of intact biological tissues into a hydrogel-tissue hybrid, which becomes amenable to interrogation with light and macromolecular labels while retaining fine structure and native biological molecules. This emerging accessibility of information from large intact samples has created both new opportunities and new challenges. Here we describe protocols spanning multiple dimensions of the CLARITY workflow, ranging from simple, reliable and efficient lipid removal without electrophoretic instrumentation (passive CLARITY) to optimized objectives and integration with light-sheet optics (CLARITY-optimized light-sheet microscopy (COLM)) for accelerating data collection from clarified samples by several orders of magnitude while maintaining or increasing quality and resolution. The entire protocol takes from 7-28 d to complete for an adult mouse brain, including hydrogel embedding, full lipid removal, whole-brain antibody staining (which, if needed, accounts for 7-10 of the days), and whole-brain high-resolution imaging; timing within this window depends on the choice of lipid removal options, on the size of the tissue, and on the number and type of immunostaining rounds performed. This protocol has been successfully applied to the study of adult mouse, adult zebrafish and adult human brains, and it may find many other applications in the structural and molecular analysis of large assembled biological systems.",Advanced CLARITY for rapid and high-resolution imaging of intact tissues.,Nature protocols,2014 Jul,"Tomer, Raju","Deisseroth, Karl"
15,24908100,"Precisely defining the roles of specific cell types is an intriguing frontier in the study of intact biological systems and has stimulated the rapid development of genetically encoded tools for observation and control. However, targeting these tools with adequate specificity remains challenging: most cell types are best defined by the intersection of two or more features such as active promoter elements, location and connectivity. Here we have combined engineered introns with specific recombinases to achieve expression of genetically encoded tools that is conditional upon multiple cell-type features, using Boolean logical operations all governed by a single versatile vector. We used this approach to target intersectionally specified populations of inhibitory interneurons in mammalian hippocampus and neurons of the ventral tegmental area defined by both genetic and wiring properties. This flexible and modular approach may expand the application of genetically encoded interventional and observational tools for intact-systems biology.",Targeting cells with single vectors using multiple-feature Boolean logic.,Nature methods,2014 Jul,"Fenno, Lief E","Deisseroth, Karl"
16,24879872,"Parvalbumin-containing (PV) neurons, a major class of GABAergic interneurons, are essential circuit elements of learning networks. As levels of acetylcholine rise during active learning tasks, PV neurons become increasingly engaged in network dynamics. Conversely, impairment of either cholinergic or PV interneuron function induces learning deficits. Here, we examined PV interneurons in hippocampus (HC) and prefrontal cortex (PFC) and their modulation by muscarinic acetylcholine receptors (mAChRs). HC PV cells, visualized by crossing PV-CRE mice with Rosa26YFP mice, were anatomically identified as basket cells and PV bistratified cells in the stratum pyramidale; in stratum oriens, HC PV cells were electrophysiologically distinct from somatostatin-containing cells. With glutamatergic transmission pharmacologically blocked, mAChR activation enhanced PV cell excitability in both CA1 HC and PFC; however, CA1 HC PV cells exhibited a stronger postsynaptic depolarization than PFC PV cells. To delete M1 mAChRs genetically from PV interneurons, we created PV-M1 knockout mice by crossing PV-CRE and floxed M1 mice. The elimination of M1 mAChRs from PV cells diminished M1 mAChR immunoreactivity and muscarinic excitation of HC PV cells. Selective cholinergic activation of HC PV interneurons using Designer Receptors Exclusively Activated by Designer Drugs technology enhanced the frequency and amplitude of inhibitory synaptic currents in CA1 pyramidal cells. Finally, relative to wild-type controls, PV-M1 knockout mice exhibited impaired novel object recognition and, to a lesser extent, impaired spatial working memory, but reference memory remained intact. Therefore, the direct activation of M1 mAChRs on PV cells contributes to some forms of learning and memory.","Direct excitation of parvalbumin-positive interneurons by M1 muscarinic acetylcholine receptors: roles in cellular excitability, inhibitory transmission and cognition.",The Journal of physiology,2014 Aug 15,"Yi, Feng","Lawrence, J Josh"
17,24763591,"Using light to silence electrical activity in targeted cells is a major goal of optogenetics. Available optogenetic proteins that directly move ions to achieve silencing are inefficient, pumping only a single ion per photon across the cell membrane rather than allowing many ions per photon to flow through a channel pore. Building on high-resolution crystal-structure analysis, pore vestibule modeling, and structure-guided protein engineering, we designed and characterized a class of channelrhodopsins (originally cation-conducting) converted into chloride-conducting anion channels. These tools enable fast optical inhibition of action potentials and can be engineered to display step-function kinetics for stable inhibition, outlasting light pulses and for orders-of-magnitude-greater light sensitivity of inhibited cells. The resulting family of proteins defines an approach to more physiological, efficient, and sensitive optogenetic inhibition.",Structure-guided transformation of channelrhodopsin into a light-activated chloride channel.,"Science (New York, N.Y.)",2014 Apr 25,"Berndt, Andre","Deisseroth, Karl"
18,24733061,"The neural basis of positive reinforcement is often studied in the laboratory using intracranial self-stimulation (ICSS), a simple behavioral model in which subjects perform an action in order to obtain exogenous stimulation of a specific brain area. Recently we showed that activation of ventral tegmental area (VTA) dopamine neurons supports ICSS behavior, consistent with proposed roles of this neural population in reinforcement learning. However, VTA dopamine neurons make connections with diverse brain regions, and the specific efferent target(s) that mediate the ability of dopamine neuron activation to support ICSS have not been definitively demonstrated. Here, we examine in transgenic rats whether dopamine neuron-specific ICSS relies on the connection between the VTA and the nucleus accumbens (NAc), a brain region also implicated in positive reinforcement. We find that optogenetic activation of dopaminergic terminals innervating the NAc is sufficient to drive ICSS, and that ICSS driven by optical activation of dopamine neuron somata in the VTA is significantly attenuated by intra-NAc injections of D1 or D2 receptor antagonists. These data demonstrate that the NAc is a critical efferent target sustaining dopamine neuron-specific ICSS, identify receptor subtypes through which dopamine acts to promote this behavior, and ultimately help to refine our understanding of the neural circuitry mediating positive reinforcement.",Positive reinforcement mediated by midbrain dopamine neurons requires D1 and D2 receptor activation in the nucleus accumbens.,PloS one,2014,"Steinberg, Elizabeth E","Janak, Patricia H"
19,24671999,"In cortical networks, different types of inhibitory interneurons control the activity of glutamatergic principal cells and GABAergic interneurons. Principal neurons represent the major postsynaptic target of most interneurons; however, a population of interneurons that is dedicated to the selective innervation of GABAergic cells exists in the CA1 area of the hippocampus. The physiological properties of these cells and their functional relevance for network computations remain unknown. Here, we used a combination of dual simultaneous patch-clamp recordings and targeted optogenetic stimulation in acute mouse hippocampal slices to examine how one class of interneuron-specific (IS) cells controls the activity of its GABAergic targets. We found that type 3 IS (IS3) cells that coexpress the vasoactive intestinal polypeptide (VIP) and calretinin contact several distinct types of interneurons within the hippocampal CA1 stratum oriens/alveus (O/A), with preferential innervation of oriens-lacunosum moleculare cells (OLMs) through dendritic synapses. In contrast, VIP-positive basket cells provided perisomatic inhibition to CA1 pyramidal neurons with the asynchronous GABA release and were not connected with O/A interneurons. Furthermore, unitary IPSCs recorded at IS3-OLM synapses had a small amplitude and low release probability but summated efficiently during high-frequency firing of IS3 interneurons. Moreover, the synchronous generation of a single spike in several IS cells that converged onto a single OLM controlled the firing rate and timing of OLM interneurons. Therefore, dendritic inhibition originating from IS cells is needed for the flexible activity-dependent recruitment of OLM interneurons for feedback inhibition.",Dendritic inhibition provided by interneuron-specific cells controls the firing rate and timing of the hippocampal feedback inhibitory circuitry.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2014 Mar 26,"Tyan, Leonid","Topolnik, Lisa"
20,24671996,"Cholinergic transmission in the striatal complex is critical for the modulation of the activity of local microcircuits and dopamine release. Release of acetylcholine has been considered to originate exclusively from a subtype of striatal interneuron that provides widespread innervation of the striatum. Cholinergic neurons of the pedunculopontine (PPN) and laterodorsal tegmental (LDT) nuclei indirectly influence the activity of the dorsal striatum and nucleus accumbens through their innervation of dopamine and thalamic neurons, which in turn converge at the same striatal levels. Here we show that cholinergic neurons in the brainstem also provide a direct innervation of the striatal complex. By the expression of fluorescent proteins in choline acetyltransferase (ChAT)::Cre(+) transgenic rats, we selectively labeled cholinergic neurons in the rostral PPN, caudal PPN, and LDT. We show that cholinergic neurons topographically innervate wide areas of the striatal complex: rostral PPN preferentially innervates the dorsolateral striatum, and LDT preferentially innervates the medial striatum and nucleus accumbens core in which they principally form asymmetric synapses. Retrograde labeling combined with immunohistochemistry in wild-type rats confirmed the topography and cholinergic nature of the projection. Furthermore, transynaptic gene activation and conventional double retrograde labeling suggest that LDT neurons that innervate the nucleus accumbens also send collaterals to the thalamus and the dopaminergic midbrain, thus providing both direct and indirect projections, to the striatal complex. The differential activity of cholinergic interneurons and cholinergic neurons of the brainstem during reward-related paradigms suggest that the two systems play different but complementary roles in the processing of information in the striatum.",A major external source of cholinergic innervation of the striatum and nucleus accumbens originates in the brainstem.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2014 Mar 26,"Dautan, Daniel","Mena-Segovia, Juan"
21,24616509,"Neuronal calcium (Ca(2+))-binding proteins 1 and 2 (NECAB1/2) are members of the phylogenetically conserved EF-hand Ca(2+)-binding protein superfamily. To date, NECABs have been explored only to a limited extent and, so far, not at all at the spinal level. Here, we describe the distribution, phenotype, and nerve injury-induced regulation of NECAB1/NECAB2 in mouse dorsal root ganglia (DRGs) and spinal cord. In DRGs, NECAB1/2 are expressed in around 70% of mainly small- and medium-sized neurons. Many colocalize with calcitonin gene-related peptide and isolectin B4, and thus represent nociceptors. NECAB1/2 neurons are much more abundant in DRGs than the Ca(2+)-binding proteins (parvalbumin, calbindin, calretinin, and secretagogin) studied to date. In the spinal cord, the NECAB1/2 distribution is mainly complementary. NECAB1 labels interneurons and a plexus of processes in superficial layers of the dorsal horn, commissural neurons in the intermediate area, and motor neurons in the ventral horn. Using CLARITY, a novel, bilaterally connected neuronal system with dendrites that embrace the dorsal columns like palisades is observed. NECAB2 is present in cell bodies and presynaptic boutons across the spinal cord. In the dorsal horn, most NECAB1/2 neurons are glutamatergic. Both NECAB1/2 are transported into dorsal roots and peripheral nerves. Peripheral nerve injury reduces NECAB2, but not NECAB1, expression in DRG neurons. Our study identifies NECAB1/2 as abundant Ca(2+)-binding proteins in pain-related DRG neurons and a variety of spinal systems, providing molecular markers for known and unknown neuron populations of mechanosensory and pain circuits in the spinal cord.",Neuronal calcium-binding proteins 1/2 localize to dorsal root ganglia and excitatory spinal neurons and are regulated by nerve injury.,Proceedings of the National Academy of Sciences of the United States of America,2014 Mar 25,"Zhang, Ming-Dong","Hokfelt, Tomas G M"
22,24584054,"The ventral pallidum is centrally positioned within mesocorticolimbic reward circuits, and its dense projection to the ventral tegmental area (VTA) regulates neuronal activity there. However, the ventral pallidum is a heterogeneous structure, and how this complexity affects its role within wider reward circuits is unclear. We found that projections to VTA from the rostral ventral pallidum (RVP), but not the caudal ventral pallidum (CVP), were robustly Fos activated during cue-induced reinstatement of cocaine seeking--a rat model of relapse in addiction. Moreover, designer receptor-mediated transient inactivation of RVP neurons, their terminals in VTA or functional connectivity between RVP and VTA dopamine neurons blocked the ability of drug-associated cues (but not a cocaine prime) to reinstate cocaine seeking. In contrast, CVP neuronal inhibition blocked cocaine-primed, but not cue-induced, reinstatement. This double dissociation in ventral pallidum subregional roles in drug seeking is likely to be important for understanding the mesocorticolimbic circuits underlying reward seeking and addiction.",Designer receptors show role for ventral pallidum input to ventral tegmental area in cocaine seeking.,Nature neuroscience,2014 Apr,"Mahler, Stephen V","Aston-Jones, Gary"
23,24561386,"Regulator of G protein signalling 9-2 (Rgs9-2) modulates the actions of a wide range of CNS-acting drugs by controlling signal transduction of several GPCRs in the striatum. RGS9-2 acts via a complex mechanism that involves interactions with Galpha subunits, the Gbeta5 protein, and the adaptor protein R7BP. Our recent work identified Rgs9-2 complexes in the striatum associated with acute or chronic exposures to mu opioid receptor (MOR) agonists. In this study we use several new genetic tools that allow manipulations of Rgs9-2 activity in particular brain regions of adult mice in order to better understand the mechanism via which this protein modulates opiate addiction and analgesia. We used adeno-associated viruses (AAVs) to express forms of Rgs9-2 in the dorsal and ventral striatum (nucleus accumbens, NAc) in order to examine the influence of this protein in morphine actions. Consistent with earlier behavioural findings from constitutive Rgs9 knockout mice, we show that Rgs9-2 actions in the NAc modulate morphine reward and dependence. Notably, Rgs9-2 in the NAc affects the analgesic actions of morphine as well as the development of analgesic tolerance. Using optogenetics we demonstrate that activation of Channelrhodopsin2 in Rgs9-2-expressing neurons, or in D1 dopamine receptor (Drd1)-enriched medium spiny neurons, accelerates the development of morphine tolerance, whereas activation of D2 dopamine receptor (Drd2)-enriched neurons does not significantly affect the development of tolerance. Together, these data provide new information on the signal transduction mechanisms underlying opiate actions in the NAc.",Nucleus accumbens-specific interventions in RGS9-2 activity modulate responses to morphine.,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,2014 Jul,"Gaspari, Sevasti","Zachariou, Venetia"
24,24531797,"Primary nociceptors are the first neurons involved in the complex processing system that regulates normal and pathological pain. Because of constraints on pharmacological and electrical stimulation, noninvasive excitation and inhibition of these neurons in freely moving nontransgenic animals has not been possible. Here we use an optogenetic strategy to bidirectionally control nociceptors of nontransgenic mice. Intrasciatic nerve injection of adeno-associated viruses encoding an excitatory opsin enabled light-inducible stimulation of acute pain, place aversion and optogenetically mediated reductions in withdrawal thresholds to mechanical and thermal stimuli. In contrast, viral delivery of an inhibitory opsin enabled light-inducible inhibition of acute pain perception, and reversed mechanical allodynia and thermal hyperalgesia in a model of neuropathic pain. Light was delivered transdermally, allowing these behaviors to be induced in freely moving animals. This approach may have utility in basic and translational pain research, and enable rapid drug screening and testing of newly engineered opsins.",Virally mediated optogenetic excitation and inhibition of pain in freely moving nontransgenic mice.,Nature biotechnology,2014 Mar,"Iyer, Shrivats Mohan","Delp, Scott L"
25,24491965,Synchronized activity is common during various physiological operations but can culminate in seizures and consequently in epilepsy in pathological hyperexcitable conditions in the brain. Many types of seizures are not possible to control and impose significant disability for patients with epilepsy. Such intractable epilepsy cases are often associated with degeneration of inhibitory interneurons in the cortical areas resulting in impaired inhibitory drive onto the principal neurons. Recently emerging optogenetic technique has been proposed as an alternative approach to control such seizures but whether it may be effective in situations where inhibitory processes in the brain are compromised has not been addressed. Here we used pharmacological and optogenetic techniques to block inhibitory neurotransmission and induce epileptiform activity in vitro and in vivo. We demonstrate that NpHR-based optogenetic hyperpolarization and thereby inactivation of a principal neuronal population in the hippocampus is effectively attenuating seizure activity caused by disconnected network inhibition both in vitro and in vivo. Our data suggest that epileptiform activity in the hippocampus caused by impaired inhibition may be controlled by optogenetic silencing of principal neurons and potentially can be developed as an alternative treatment for epilepsy.,Optogenetic inhibition of chemically induced hypersynchronized bursting in mice.,Neurobiology of disease,2014 May,"Berglind, Fredrik","Kokaia, Merab"
26,24441680,"Although the prefrontal cortex influences motivated behavior, its role in food intake remains unclear. Here, we demonstrate a role for D1-type dopamine receptor-expressing neurons in the medial prefrontal cortex (mPFC) in the regulation of feeding. Food intake increases activity in D1 neurons of the mPFC in mice, and optogenetic photostimulation of D1 neurons increases feeding. Conversely, inhibition of D1 neurons decreases intake. Stimulation-based mapping of prefrontal D1 neuron projections implicates the medial basolateral amygdala (mBLA) as a downstream target of these afferents. mBLA neurons activated by prefrontal D1 stimulation are CaMKII positive and closely juxtaposed to prefrontal D1 axon terminals. Finally, photostimulating these axons in the mBLA is sufficient to increase feeding, recapitulating the effects of mPFC D1 stimulation. These data describe a new circuit for top-down control of food intake.",Medial prefrontal D1 dopamine neurons control food intake.,Nature neuroscience,2014 Feb,"Land, Benjamin B","DiLeone, Ralph J"
27,24429629,"The recent development of technologies for investigating specific components of intact biological systems has allowed elucidation of the neural circuitry underlying adaptive and maladaptive behaviours. Investigators are now able to observe and control, with high spatio-temporal resolution, structurally defined intact pathways along which electrical activity flows during and after the performance of complex behaviours. These investigations have revealed that control of projection-specific dynamics is well suited to modulating behavioural patterns that are relevant to a broad range of psychiatric diseases. Structural dynamics principles have emerged to provide diverse, unexpected and causal insights into the operation of intact and diseased nervous systems, linking form and function in the brain.",Circuit dynamics of adaptive and maladaptive behaviour.,Nature,2014 Jan 16,"Deisseroth, Karl","Deisseroth, Karl"
28,24401992,"We describe a scalable database cluster for the spatial analysis and annotation of high-throughput brain imaging data, initially for 3-d electron microscopy image stacks, but for time-series and multi-channel data as well. The system was designed primarily for workloads that build connectomes- neural connectivity maps of the brain-using the parallel execution of computer vision algorithms on high-performance compute clusters. These services and open-science data sets are publicly available at openconnecto.me. The system design inherits much from NoSQL scale-out and data-intensive computing architectures. We distribute data to cluster nodes by partitioning a spatial index. We direct I/O to different systems-reads to parallel disk arrays and writes to solid-state storage-to avoid I/O interference and maximize throughput. All programming interfaces are RESTful Web services, which are simple and stateless, improving scalability and usability. We include a performance evaluation of the production system, highlighting the effec-tiveness of spatial data organization.",The Open Connectome Project Data Cluster: Scalable Analysis and Vision for High-Throughput Neuroscience.,"Scientific and statistical database management : International Conference, SSDBM ... : proceedings. International Conference on Scientific and Statistical Database Management",2013,"Burns, Randal","Vogelstein, R Jacob"
29,24324405,"Here we characterize several new lines of transgenic mice useful for optogenetic analysis of brain circuit function. These mice express optogenetic probes, such as enhanced halorhodopsin or several different versions of channelrhodopsins, behind various neuron-specific promoters. These mice permit photoinhibition or photostimulation both in vitro and in vivo. Our results also reveal the important influence of fluorescent tags on optogenetic probe expression and function in transgenic mice.",Next-generation transgenic mice for optogenetic analysis of neural circuits.,Frontiers in neural circuits,2013,"Asrican, Brent","Zhao, Shengli"
30,24290204,"Retrieval of fear extinction memory is associated with increased firing of neurons in the medial prefrontal cortex (mPFC). It is unknown, however, how extinction learning-induced changes in mPFC activity are relayed to target structures in the amygdala, resulting in diminished fear responses. Here, we show that fear extinction decreases the efficacy of excitatory synaptic transmission in projections from the mPFC to the basolateral nucleus of the amygdala (BLA), whereas inhibitory responses are not altered. In contrast, synaptic strength at direct mPFC inputs to intercalated neurons remains unchanged after extinction. Moreover, priming stimulation of mPFC projections induced heterosynaptic inhibition in auditory cortical inputs to the BLA. These synaptic mechanisms could contribute to the encoding of extinction memory by diminishing the ability of projections from the mPFC to drive BLA activity while retaining the ability of intercalated neurons to inhibit the output nuclei of the amygdala.",Synaptic encoding of fear extinction in mPFC-amygdala circuits.,Neuron,2013 Dec 18,"Cho, Jun-Hyeong","Bolshakov, Vadim Y"
31,24267655,"The mammalian neocortex is a highly interconnected network of different types of neurons organized into both layers and columns. Overlaid on this structural organization is a pattern of functional connectivity that can be rapidly and flexibly altered during behavior. Parvalbumin-positive (PV+) inhibitory neurons, which are implicated in cortical oscillations and can change neuronal selectivity, may play a pivotal role in these dynamic changes. We found that optogenetic activation of PV+ neurons in the auditory cortex enhanced feedforward functional connectivity in the putative thalamorecipient circuit and in cortical columnar circuits. In contrast, stimulation of PV+ neurons induced no change in connectivity between sites in the same layers. The activity of PV+ neurons may thus serve as a gating mechanism to enhance feedforward, but not lateral or feedback, information flow in cortical circuits. Functionally, it may preferentially enhance the contribution of bottom-up sensory inputs to perception.",Optogenetic activation of an inhibitory network enhances feedforward functional connectivity in auditory cortex.,Neuron,2013 Nov 20,"Hamilton, Liberty S","Bao, Shaowen"
32,24267654,"Lateral habenula (LHb) neurons convey aversive and negative reward conditions through potent indirect inhibition of ventral tegmental area (VTA) dopaminergic neurons. Although VTA dopaminergic neurons reciprocally project to the LHb, the electrophysiological properties and the behavioral consequences associated with selective manipulations of this circuit are unknown. Here, we identify an inhibitory input to the LHb arising from a unique population of VTA neurons expressing dopaminergic markers. Optogenetic activation of this circuit resulted in no detectable dopamine release in LHb brain slices. Instead, stimulation produced GABA-mediated inhibitory synaptic transmission, which suppressed the firing of postsynaptic LHb neurons in brain slices and increased the spontaneous firing rate of VTA dopaminergic neurons in vivo. Furthermore, in vivo activation of this pathway produced reward-related phenotypes that were dependent on intra-LHb GABAA receptor signaling. These results suggest that noncanonical inhibitory signaling by these hybrid dopaminergic-GABAergic neurons act to suppress LHb output under rewarding conditions.",A unique population of ventral tegmental area neurons inhibits the lateral habenula to promote reward.,Neuron,2013 Nov 20,"Stamatakis, Alice M","Stuber, Garret D"
33,24248372,"Information processing during human cognitive and emotional operations is thought to involve the dynamic interplay of several large-scale neural networks, including the fronto-parietal central executive network (CEN), cingulo-opercular salience network (SN), and the medial prefrontal-medial parietal default mode networks (DMN). It has been theorized that there is a causal neural mechanism by which the CEN/SN negatively regulate the DMN. Support for this idea has come from correlational neuroimaging studies; however, direct evidence for this neural mechanism is lacking. Here we undertook a direct test of this mechanism by combining transcranial magnetic stimulation (TMS) with functional MRI to causally excite or inhibit TMS-accessible prefrontal nodes within the CEN or SN and determine consequent effects on the DMN. Single-pulse excitatory stimulations delivered to only the CEN node induced negative DMN connectivity with the CEN and SN, consistent with the CEN/SN's hypothesized negative regulation of the DMN. Conversely, low-frequency inhibitory repetitive TMS to the CEN node resulted in a shift of DMN signal from its normally low-frequency range to a higher frequency, suggesting disinhibition of DMN activity. Moreover, the CEN node exhibited this causal regulatory relationship primarily with the medial prefrontal portion of the DMN. These findings significantly advance our understanding of the causal mechanisms by which major brain networks normally coordinate information processing. Given that poorly regulated information processing is a hallmark of most neuropsychiatric disorders, these findings provide a foundation for ways to study network dysregulation and develop brain stimulation treatments for these disorders.",Causal interactions between fronto-parietal central executive and default-mode networks in humans.,Proceedings of the National Academy of Sciences of the United States of America,2013 Dec 3,"Chen, Ashley C","Etkin, Amit"
34,24227731,"In addicts, associative memories related to the rewarding effects of drugs of abuse can evoke powerful craving and drug seeking urges, but effective treatment to suppress these memories is not available. Detailed insight into the neural circuitry that mediates expression of drug-associated memory is therefore of crucial importance. Substantial evidence from rodent models of addictive behavior points to the involvement of the ventromedial prefrontal cortex (vmPFC) in conditioned drug seeking, but specific knowledge of the temporal role of vmPFC pyramidal cells is lacking. To this end, we used an optogenetics approach to probe the involvement of vmPFC pyramidal cells in expression of a recent and remote conditioned cocaine memory. In mice, we expressed Channelrhodopsin-2 (ChR2) or Halorhodopsin (eNpHR3.0) in pyramidal cells of the vmPFC and studied the effect of activation or inhibition of these cells during expression of a cocaine-contextual memory on days 1-2 (recent) and  approximately 3 weeks (remote) after conditioning. Whereas optical activation of pyramidal cells facilitated extinction of remote memory, without affecting recent memory, inhibition of pyramidal cells acutely impaired recall of recent cocaine memory, without affecting recall of remote memory. In addition, we found that silencing pyramidal cells blocked extinction learning at the remote memory time-point. We provide causal evidence of a critical time-dependent switch in the contribution of vmPFC pyramidal cells to recall and extinction of cocaine-associated memory, indicating that the circuitry that controls expression of cocaine memories reorganizes over time.",Ventromedial prefrontal cortex pyramidal cells have a temporal dynamic role in recall and extinction of cocaine-associated memory.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2013 Nov 13,"Van den Oever, Michel C","Smit, August B"
